run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name,crop_data,irrigation_data,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff
39,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2019-01-01,2020-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,1.0,,historic_runs,,BAV_CType3_2020_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
40,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2020-01-01,2021-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,1.0,,historic_runs,,BAV_CType3_2021_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
41,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2021-01-01,2022-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,1.0,,historic_runs,,BAV_CType3_2022_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
42,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2022-01-01,2023-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,1.0,,historic_runs,,BAV_CType3_2023_100_25832_etrs89-utm32n.asc,BAVirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
43,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2017-01-01,2017-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2017_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
44,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2018-01-01,2018-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2018_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
45,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2019-01-01,2019-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2019_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
46,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2020-01-01,2020-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2020_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
47,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2021-01-01,2021-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2021_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
48,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2022-01-01,2022-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2022_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
49,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2023-01-01,2023-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,NW_CType2_2023_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
50,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2016-01-01,2017-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2017_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
51,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2017-01-01,2018-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2018_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
52,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2018-01-01,2019-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2019_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
53,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2019-01-01,2020-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2020_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
54,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2020-01-01,2021-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2021_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
55,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2021-01-01,2022-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2022_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
56,True,fixed,auto,WW_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2022-01-01,2023-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,,,historic_runs,,NW_CType3_2023_100_25832_etrs89-utm32n.asc,NWirrigation_100_25832_etrs89-utms32n_cereals.asc,,,,,
57,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2009-01-01,2009-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2009_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
58,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2010-01-01,2010-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2010_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
59,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2011-01-01,2011-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2011_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
60,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2012-01-01,2012-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2012_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
61,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2013-01-01,2013-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2013_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
62,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2014-01-01,2014-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2014_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
63,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2015-01-01,2015-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2015_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
64,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2016-01-01,2016-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2016_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
65,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2017-01-01,2017-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2017_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
66,True,fixed,auto,SM_sfix_hauto,sim_avgyield.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,2018-01-01,2018-12-31,False,False,True,True,True,False,False,True,True,True,False,False,False,,,0.98,,historic_runs,,LS_CType2_2018_100_25832_etrs89-utm32n.asc,LSirrigation_100_25832_etrs89-utms32n_maize.asc,,,,,
